ที่,ประเภท อปท.,ชื่อ,ตำบล,อำเภอ,จังหวัด,ป่าสงวนฯ,ปีที่ถ่ายโอนภารกิจ,พื้นที่รับผิดชอบ,ชื่อหน่วยงาน,lat,long,พื้นที่เสี่ยง,บันทึกกรมป่าไม้,บันทึกกรมอุทยาน,แผนที่
2309,เทศบาลตำบล,มะลวน,มะลวน,พุนพิน,สุราษฎร์ธานี,"11,955.10",2549,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลมะลวน,9.1602205,99.1405032,0,,https://drive.google.com/file/d/1JEYeUImFFnw7feOsVG3S3y53Q9K2IPz7/view?usp=drive_link,https://drive.google.com/file/d/1oHxKzd6dICK2lijhAMltTSXsJDIpFvGI/view?usp=drive_link
2310,เทศบาลตำบล,ขุนทะเล,ขุนทะเล,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,442.47,2555,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลขุนทะเล,9.0309557,99.372355,0,https://drive.google.com/file/d/16-DZb3ykeMkYDNxRRBMZbq94u_fsxmA_/view?usp=drive_link,,
2311,เทศบาลตำบล,บ้านส้อง,บ้านส้อง,เวียงสระ,สุราษฎร์ธานี,"2,579.83",2549,สจป.11 สุราษฎร์ธานี,เทศบาลตำบลบ้านส้อง,8.6604268,99.376797,0,,https://drive.google.com/file/d/1RSIdAMmAf1WfJoFyGEFTE75fJr9qE-Fo/view?usp=drive_link,https://drive.google.com/file/d/1v-4a7YKK4GGoDeYLgrS_JqOkSKwgbtXi/view?usp=drive_link
2312,เทศบาลตำบล,กาบเชิง,กาบเชิง,กาบเชิง,สุรินทร์,"6,584.18",2549,สจป.8 นครราชสีมา,เทศบาลตำบลกาบเชิง,14.4739432,103.5998426,45,,https://drive.google.com/file/d/1zwZZM_38GlI2BLdVrnBIW3CdxCdaI7nf/view?usp=drive_link,https://drive.google.com/file/d/1wi3ABKKrVeGynQ6MB3Mt8AOYMe5sJf_l/view?usp=drive_link
2313,องค์การบริหารส่วนตำบล,คูตัน,คูตัน,กาบเชิง,สุรินทร์,"1,409.34",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลคูตัน,14.53590918,103.6425465,0,,https://drive.google.com/file/d/19cnsNZ_PdAjfkNfAu7SrnCYvkotaoiSo/view?usp=drive_link,https://drive.google.com/file/d/1zVgZjsxfqox3oDnFLxVlnxHYX_8eyF2d/view?usp=drive_link
2314,เทศบาลตำบล,โคกตะเคียน,โคกตะเคียน,กาบเชิง,สุรินทร์,"8,145.01",2549,สจป.8 นครราชสีมา,เทศบาลตำบลโคกตะเคียน,14.5279573,103.5324321,50,,https://drive.google.com/file/d/1OPMRfvr9eSRWD-OyOp4OhrzM1cuGMy1G/view?usp=drive_link,https://drive.google.com/file/d/1KkEAc3Cic7BaxEjO7bYUfGlP3JIBLVaz/view?usp=drive_link
2315,เทศบาลตำบล,ด่าน,ด่าน,กาบเชิง,สุรินทร์,"1,075.42",2549,สจป.8 นครราชสีมา,เทศบาลตำบลด่าน,14.48920105,103.7051868,45,,https://drive.google.com/file/d/1JxS8N_Ey-l9yPFMwzTldfXbD3Nz8KlSB/view?usp=drive_link,
2316,องค์การบริหารส่วนตำบล,ตะเคียน,ตะเคียน,กาบเชิง,สุรินทร์,64.41,2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลตะเคียน,14.4929672,103.6392351,45,,https://drive.google.com/file/d/1WUpBVl3h6yVUe3FWjhp66fGRRlCl2fK-/view?usp=drive_link,
2317,องค์การบริหารส่วนตำบล,แนงมุด,แนงมุด,กาบเชิง,สุรินทร์,"5,806.28",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลแนงมุด,14.45560076,103.3997217,50,,https://drive.google.com/file/d/1XwedtA1_7PIJGo_xda9CZheQ2eOMjy5u/view?usp=drive_link,https://drive.google.com/file/d/1qaLVOwUmH4zR6qMZki6SWLEkoiUJpSY_/view?usp=drive_link
2318,องค์การบริหารส่วนตำบล,ปราสาททอง,ปราสาททอง,เขวาสินรินทร์,สุรินทร์,362.2,2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลปราสาททอง,14.9788215,103.6419244,45,,https://drive.google.com/file/d/1LPQlg5BdM5c-oyDS2Iu1Yr_HXOkIfyvp/view?usp=drive_link,https://drive.google.com/file/d/1OWOc-PvNlVDuHk162hZeqCsJN_KLSCx9/view?usp=drive_link
2319,องค์การบริหารส่วนตำบล,กระโพ,กระโพ,ท่าตูม,สุรินทร์,"12,115.94",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลกระโพ,15.240393,103.5265053,50,https://drive.google.com/file/d/1RancZkKSHUlja1CJsNFrUgbjyQviOVB5/view?usp=drive_link,,
2320,องค์การบริหารส่วนตำบล,ท่าตูม,ท่าตูม,ท่าตูม,สุรินทร์,"9,805.42",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลท่าตูม,15.3268948,103.6518504,50,https://drive.google.com/file/d/1dT2h90_nSOZnNXZM1i4PROVTw2ygFAY4/view?usp=drive_link,,
2321,องค์การบริหารส่วนตำบล,หนองบัว,หนองบัว,ท่าตูม,สุรินทร์,"4,608.22",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลหนองบัว,15.3219491,103.7395852,5,https://drive.google.com/file/d/138KFHLtXrTDXQ8v53zbj1kcdrj2Tbj4Y/view?usp=drive_link,,
2322,องค์การบริหารส่วนตำบล,คำผง,คำผง,โนนนารายณ์,สุรินทร์,769.69,2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลคำผง,15.18215706,103.9629364,45,,https://drive.google.com/file/d/1PWYLZLa43mu62FjfLlxI8Wl-vlqwKfqh/view?usp=drive_link,
2323,องค์การบริหารส่วนตำบล,ระเวียง,ระเวียง,โนนนารายณ์,สุรินทร์,"4,763.31",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลระเวียง,15.22855615,103.8713093,5,https://drive.google.com/file/d/14uR8hGzSmBYACXvC9dU8ioKwazLZ6aVL/view?usp=drive_link,,
2324,องค์การบริหารส่วนตำบล,หนองเทพ,หนองเทพ,โนนนารายณ์,สุรินทร์,"1,104.07",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลหนองเทพ,15.1500284,103.8778127,45,,https://drive.google.com/file/d/1v8fH8WRkw9RxGOESn1xT-SBGauBw7xIb/view?usp=drive_link,https://drive.google.com/file/d/17lWU9Uu_J87msnfTlontDSfb4jV7cXYz/view?usp=drive_link
2325,องค์การบริหารส่วนตำบล,หนองหลวง,หนองหลวง,โนนนารายณ์,สุรินทร์,0,2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลหนองหลวง,15.236974,103.9156153,0,,https://drive.google.com/file/d/1kwgot6JvuTsQjEDky2Pkp-t8Wnz3HDMQ/view?usp=drive_link,https://drive.google.com/file/d/1lOGOzD9A_0395sm2zs332Y3W8tGCsfoz/view?usp=drive_link
2326,องค์การบริหารส่วนตำบล,ตาวัง,ตาวัง,บัวเชด,สุรินทร์,655.22,2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลตาวัง,14.5987044,104.0095461,45,https://drive.google.com/file/d/17HY39GL677z0qWDk3HwNwKtmPM1Buk8I/view?usp=drive_link,,
2327,องค์การบริหารส่วนตำบล,สำเภาลูน,สำเภาลูน,บัวเชด,สุรินทร์,62.43,2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลสำเภาลูน,14.55870398,103.9826989,45,https://drive.google.com/file/d/10b047M5WfSkqFsDe60Nx6Uuzs4e4KYzq/view?usp=drive_link,,
2328,องค์การบริหารส่วนตำบล,โคกยาง,โคกยาง,ปราสาท,สุรินทร์,"3,768.03",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลโคกยาง,14.6776787,103.5239279,50,,,
2329,องค์การบริหารส่วนตำบล,โชคนาสาม,โชคนาสาม,ปราสาท,สุรินทร์,"4,754.45",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลโชคนาสาม,14.5496396,103.2694841,45,,,
2330,องค์การบริหารส่วนตำบล,ตานี,ตานี,ปราสาท,สุรินทร์,"1,430.14",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลตานี,14.6252484,103.2590532,45,,,
2331,องค์การบริหารส่วนตำบล,ทมอ,ทมอ,ปราสาท,สุรินทร์,"1,374.72",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลทมอ,14.74710411,103.4796372,45,,,
2332,องค์การบริหารส่วนตำบล,ทุ่งมน,ทุ่งมน,ปราสาท,สุรินทร์,"2,997.06",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลทุ่งมน,14.7136696,103.2976364,50,,,
2333,องค์การบริหารส่วนตำบล,ปรือ,ปรือ,ปราสาท,สุรินทร์,159.32,2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลปรือ,14.62029008,103.2971773,45,,,
2334,องค์การบริหารส่วนตำบล,สมุด,สมุด,ปราสาท,สุรินทร์,"2,191.94",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลสมุด,14.70059005,103.327731,50,,,
2335,องค์การบริหารส่วนตำบล,หนองใหญ่,หนองใหญ่,ปราสาท,สุรินทร์,"1,997.23",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลหนองใหญ่,14.5899289,103.4583308,45,,,
2336,องค์การบริหารส่วนตำบล,โคกกลาง,โคกกลาง,พนมดงรัก,สุรินทร์,600.64,2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลโคกกลาง,14.5090331,103.2427015,45,,https://drive.google.com/file/d/1NKO2xEVou8rs0r-qj1oIUnaYUnChQ245/view?usp=drive_link,https://drive.google.com/file/d/1d5yWdQW1yyYJUoS2E2PFMWtpivY4aJYc/view?usp=drive_link
2337,องค์การบริหารส่วนตำบล,จีกแดก,จีกแดก,พนมดงรัก,สุรินทร์,"1,435.38",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลจีกแดก,14.485175,103.3017976,45,,https://drive.google.com/file/d/1ks8eYB6c_FsaRToLE08zsoFGERu-RKj0/view?usp=drive_link,https://drive.google.com/file/d/14kM34Qa2iDqAsLvzhSGwubudEQB2sYmU/view?usp=drive_link
2338,องค์การบริหารส่วนตำบล,ตาเมียง,ตาเมียง,พนมดงรัก,สุรินทร์,"2,690.22",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลตาเมียง,14.4297642,103.2744076,45,,https://drive.google.com/file/d/1wnSSkNWu5ehObDM1FNjUpwArb_MOR8MW/view?usp=drive_link,https://drive.google.com/file/d/1UWPu5-tP0EiBXpAHxFKglYhbgEfgVauG/view?usp=drive_link
2339,องค์การบริหารส่วนตำบล,บักได,บักได,พนมดงรัก,สุรินทร์,"3,249.33",2549,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลบักได,14.41808652,103.3045131,45,,https://drive.google.com/file/d/10fBgmgEcRRBdYKZQSktJtt6f8OJP26xH/view?usp=drive_link,https://drive.google.com/file/d/12jVDSU9kJ4593y6pArBRtvFUt_7J8myY/view?usp=drive_link
2340,องค์การบริหารส่วนตำบล,เฉนียง,เฉนียง,เมืองสุรินทร์,สุรินทร์,222.49,2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลเฉนียง,14.8109649,103.4702203,0,,,
2341,องค์การบริหารส่วนตำบล,ท่าสว่าง,ท่าสว่าง,เมืองสุรินทร์,สุรินทร์,"2,989.51",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลท่าสว่าง,14.9242308,103.4708075,45,,,
2342,องค์การบริหารส่วนตำบล,เทนมีย์,เทนมีย์,เมืองสุรินทร์,สุรินทร์,"8,472.71",2555,สจป.8 นครราชสีมา,องค์การบริหารส่วนตำบลเทนมีย์,14.783434,103.5416397,45,,,
